"","nazwa","teryt"
"934","Ruda Maleniecka","2605052"
"935","Zagnańsk","2604192"
"936","Łoniów","2609052"
"937","Obrazów","2609062"
"938","Tarłów","2606072"
"939","Wąchock","2611053"
"940","Wojciechowice","2606082"
"941","Starachowice","2611011"
"942","Bałtów","2607022"
"943","Stare Juchy","2805052"
"944","Radków","2613042"
"945","Secemin","2613052"
"946","Korsze","2808043"
"947","Kętrzyn","2808011"
"948","Lubomino","2809042"
"949","Nowe Miasto Lubawskie","2812011"
"950","Jeziorany","2814063"
"951","Janowo","2811022"
"952","Sorkwity","2810052"
"953","Grodziczno","2812032"
"954","Łukta","2815042"
"955","Szczytno","2817062"
"956","Purda","2814102"
"957","Rybno","2803062"
"958","Płośnica","2803052"
"959","Działdowo","2803022"
"960","Chodzież","3001011"
"961","Kwilcz","3014022"
"962","Międzychód","3014033"
"963","Przygodzice","3017052"
"964","Raszków","3017063"
"965","Miasteczko Krajeńskie","3019052"
"966","Gizałki","3020042"
"967","Wyrzysk","3019083"
"968","Pobiedziska","3021123"
"969","Pyzdry","3030043"
"970","Mieleszyn","3003072"
"971","Borek Wielkopolski","3004013"
"972","Brzeziny","3007022"
"973","Wierzbinek","3010132"
"974","Szczytniki","3007102"
"975","Baranów","3008012"
"976","Pępowo","3004042"
"977","Krobia","3004033"
"978","Piaski","3004052"
"979","Rychtal","3008062"
"980","Osiek Mały","3009102"
"981","Babiak","3009022"
"982","Golina","3010013"
"983","Rozdrażew","3012052"
"984","Śmigiel","3011053"
"985","Racibórz","2411011"
"986","Pawłowice","2410042"
"987","Świerklaniec","2413072"
"988","Bojszowy","2414042"
"989","Miasteczko Śląskie","2413021"
"990","Irządze","2416032"
"991","Gilowice","2417032"
"992","Łochów","1433053"
"993","Stoczek","1433082"
"994","Raniżów","1806052"
"995","Kozłów","1208032"
"996","Siepraw","1209062"
"997","Radzyń Chełmiński","0406043"
"998","Gruta","0406022"
"999","Kołobrzeg","3208011"
"1000","Gościno","3208033"
"1001","Kołobrzeg","3208042"
"1002","Siemyśl","3208062"
"1003","Będzino","3209012"
"1004","Sosnowica","0613072"
"1005","Baranów","0614022"
"1006","Stężyca","2205062"
"1007","Nowa Karczma","2206072"
"1008","Bolesławiec","1018012"
"1009","Ciechanów","1402022"
"1010","Ciechanów","1402011"
"1011","Gródek nad Dunajcem","1210032"
"1012","Wrocław","0264011"
"1013","Piława Górna","0202041"
"1014","Police","3211043"
"1015","Radzyń Podlaski","0615011"
"1016","Miłoradz","2209062"
"1017","Ostaszewo","2210032"
"1018","Sztutowo","2210052"
"1019","Wieruszów","1018073"
"1020","Zgierz","1020031"
"1021","Ozorków","1020062"
"1022","Zgierz","1020092"
"1023","Jeżów","1021042"
"1024","Maciejowice","1403072"
"1025","Sobolew","1403112"
"1026","Przelewice","3212042"
"1027","Dobrzany","3214033"
"1028","Dębnica Kaszubska","2212032"
"1029","Ustka","2212102"
"1030","Bobowo","2213042"
"1031","Sarnaki","1410052"
"1032","Klucze","1212042"
"1033","Zator","1213093"
"1034","Jordanów","1215011"
"1035","Bystra-Sidzina","1215042"
"1036","Budzów","1215032"
"1037","Jeżów Sudecki","0206062"
"1038","Kamienna Góra","0207011"
"1039","Strzelno","0409043"
"1040","Hanna","0619022"
"1041","Włodawa","0619062"
"1042","Sułów","0620122"
"1043","Halinów","1412073"
"1044","Kałuszyn","1412093"
"1045","Garbatka-Letnisko","1407012"
"1046","Przecław","1811073"
"1047","Polanka Wielka","1213072"
"1048","Maków Podhalański","1215063"
"1049","Zembrzyce","1215092"
"1050","Skrzyszów","1216082"
"1051","Sadki","0410042"
"1052","Borne Sulinowo","3215043"
"1053","Człopa","3217023"
"1054","Lublin","0663011"
"1055","Choczewo","2215042"
"1056","Mikołajki Pomorskie","2216022"
"1057","Dzierzgoń","2216013"
"1058","Sztum","2216053"
"1059","Szreńsk","1413072"
"1060","Przyłęk","1436032"
"1061","Wieliszew","1408052"
"1062","Chotcza","1409012"
"1063","Wadowice Górne","1811102"
"1064","Nisko","1812053"
"1065","Rudnik nad Sanem","1812063"
"1066","Wierzchosławice","1216112"
"1067","Żabno","1216153"
"1068","Olszyna","0210053"
"1069","Dragacz","0414022"
"1070","Bukowiec","0414012"
"1071","Nowe","0414063"
"1072","Resko","3218043"
"1073","Międzyrzec Podlaski","0601011"
"1074","Kodeń","0601062"
"1075","Kleszczów","1001042"
"1076","Zelów","1001083"
"1077","Kadzidło","1415052"
"1078","Zielonka","1434041"
"1079","Dubiecko","1813022"
"1080","Medyka","1813062"
"1081","Jawornik Polski","1814042"
"1082","Sieniawa","1814073"
"1083","Tarnów","1263011"
"1084","Chełmża","0415011"
"1085","Cekcyn","0416012"
"1086","Lubiewo","0416042"
"1087","Daszyna","1004022"
"1088","Kołbiel","1417052"
"1089","Sobienie-Jeziory","1417072"
"1090","Przeworsk","1814062"
"1091","Ostrów","1815022"
"1092","Wieliczka","1219053"
"1093","Bargłów Kościelny","2001032"
"1094","Kostomłoty","0218012"
"1095","Miękinia","0218032"
"1096","Środa Śląska","0218043"
"1097","Bierutów","0214023"
"1098","Dziadowa Kłoda","0214042"
"1099","Międzybórz","0214053"
"1100","Boniewo","0418032"
"1101","Biszcza","0602042"
"1102","Obsza","0602102"
"1103","Witnica","0801073"
"1104","Chąśno","1005032"
"1105","Łowicz","1005072"
"1106","Wiskitki","1438052"
"1107","Radziejowice","1438042"
"1108","Hyżne","1816072"
"1109","Sokołów Małopolski","1816113"
"1110","Kwidzyn","2207032"
"1111","Jelcz-Laskowice","0215033"
"1112","Janowiec Wielkopolski","0419033"
"1113","Żnin","0419063"
"1114","Gliwice","2466011"
"1115","Siemianowice Śląskie","2474011"
"1116","Nowa Sól","0804011"
"1117","Białaczów","1007012"
"1118","Nowy Duninów","1419092"
"1119","Raciąż","1420102"
"1120","Wilków","1606052"
"1121","Bukowsko","1817032"
"1122","Zarszyn","1817082"
"1123","Bielsk Podlaski","2003032"
"1124","Polkowice","0216043"
"1125","Radwanice","0216062"
"1126","Kondratowice","0217022"
"1127","Grudziądz","0462011"
"1128","Toruń","0463011"
"1129","Kijewo Królewskie","0404032"
"1130","Tarnobrzeg","1864011"
"1131","Wojkowice","2401031"
"1132","Czeladź","2401021"
"1133","Bobrowniki","2401042"
"1134","Psary","2401062"
"1135","Sławków","2401081"
"1136","Dobiegniew","0806013"
"1137","Drezdenko","0806023"
"1138","Ksawerów","1008052"
"1139","Pokój","1606032"
"1140","Świerczów","1606042"
"1141","Przemyśl","1862011"
"1142","Hajnówka","2005011"
"1143","Narew","2005082"
"1144","Siennica Różana","0606102"
"1145","Wilkołaz","0607092"
"1146","Sulęcin","0807043"
"1147","Wolbórz","1010113"
"1148","Aleksandrów","1010012"
"1149","Odrzywół","1423042"
"1150","Wieniawa","1423082"
"1151","Rudniki","1608062"
"1152","Zębowice","1608072"
"1153","Dębno","1202042"
"1154","Szczurowa","1202072"
"1155","Nowy Wiśnicz","1201063"
"1156","Łapanów","1201052"
"1157","Dąbrowa Zielona","2404022"
"1158","Jeziorzany","0608042"
"1159","Firlej","0608032"
"1160","Kamionka","0608052"
"1161","Ostrów Lubelski","0608103"
"1162","Serniki","0608122"
"1163","Nowogród Bobrzański","0809053"
"1164","Wymiarki","0810082"
"1165","Kodrąb","1012072"
"1166","Zatory","1424072"
"1167","Jedlińsk","1425052"
"1168","Tarnów Opolski","1609112"
"1169","Rzezawa","1201072"
"1170","Dąbrowa Tarnowska","1204023"
"1171","Milejczyce","2010062"
"1172","Drohiczyn","2010023"
"1173","Grodzisk","2010042"
"1174","Nurzec-Stacja","2010072"
"1175","Mietków","0223062"
"1176","Sobótka","0223073"
"1177","Pełczyce","3202053"
"1178","Uścimów","0608132"
"1179","Konopnica","0609082"
"1180","Głusk","0609052"
"1181","Jastków","0609072"
"1182","Wojciechów","0609132"
"1183","Borzytuchom","2201012"
"1184","Bytów","2201023"
"1185","Żytno","1012142"
"1186","Sieradz","1014011"
"1187","Paprotnia","1426062"
"1188","Wiśniew","1426112"
"1189","Skórzec","1426092"
"1190","Suchożebry","1426102"
"1191","Zbuczyn","1426132"
"1192","Szczucin","1204073"
"1193","Moszczenica","1205072"
"1194","Siemiatycze","2010092"
"1195","Dąbrowa Białostocka","2011013"
"1196","Janów","2011022"
"1197","Osina","3204052"
"1198","Wólka","0609142"
"1199","Łuków","0611011"
"1200","Krzywda","0611042"
"1201","Lipce Reymontowskie","1015052"
"1202","Sierpc","1427011"
"1203","Szczutowo","1427062"
"1204","Ceranów","1429032"
"1205","Kosów Lacki","1429053"
"1206","Dydnia","1802032"
"1207","Sułoszowa","1206132"
"1208","Raczki","2012052"
"1209","Bądkowo","0401052"
"1210","Aleksandrów Kujawski","0401042"
"1211","Brodnica","0402011"
"1212","Bartniczka","0402062"
"1213","Jabłonowo Pomorskie","0402073"
"1214","Gryfice","3205023"
"1215","Kamień Pomorski","3207033"
"1216","Chodel","0612012"
"1217","Wilków","0612072"
"1218","Cedry Wielkie","2204022"
"1219","Chmielno","2205012"
"1220","Czarnożyły","1017022"
"1221","Młodzieszyn","1428042"
"1222","Rybno","1428062"
"1223","Wielka Wieś","1206152"
"1224","Dobra","1207032"
"1225","Mszana Dolna","1207021"
"1226","Niedźwiedź","1207102"
"1227","Tymbark","1207122"
"1228","Kulesze Kościelne","2013062"
"1229","Kobylin-Borzymy","2013052"
"1230","Osielsko","0403062"
"1231","Stare Czarnowo","3206072"
"1232","Trzcińsko-Zdrój","3206083"
"1233","Opalenica","3015053"
"1234","Głogów","0203011"
"1235","Sępopol","2801063"
"1236","Stargard","3214102"
"1237","Dobrzyca","3020033"
"1238","Giby","2009022"
"1239","Płaska","2001062"
"1240","Ustroń","2403021"
"1241","Białowieża","2005022"
"1242","Krempna","1805062"
"1243","Głubczyce","1602033"
"1244","Branice","1602022"
"1245","Czarny Dunajec","1211032"
"1246","Uście Gorlickie","1205102"
"1247","Mieroszów","0221063"
"1248","Radków","0208123"
"1249","Piechowice","0206031"
"1250","Zaklików","1818053"
"1251","Komprachcice","1609042"
"1252","Tułowice","1609123"
"1253","Włocławek","0418132"
"1254","Alwernia","1203013"
"1255","Gozdnica","0810011"
"1256","Brusy","2202023"
"1257","Kowale Oleckie","2813032"
"1258","Krzykosy","3025022"
"1259","Szemud","2215092"
"1260","Władysławowo","2211043"
"1261","Złocieniec","3203063"
"1262","Głogów Małopolski","1816063"
"1263","Nowa Słupia","2604133"
"1264","Paszowice","0205052"
"1265","Nieborów","1005092"
"1266","Miastkowo","2007032"
"1267","Śniadowo","2007072"
"1268","Szumowo","2014042"
"1269","Bolimów","1015012"
"1270","Chrząstowice","1609012"
"1271","Człuchów","2203032"
"1272","Wierzchowo","3203052"
"1273","Lubawa","2807021"
"1274","Suchy Las","3021152"
"1275","Słupia Konecka","2605062"
"1276","Gowarczów","2605022"
"1277","Łopuszno","2604082"
"1278","Lipnik","2606032"
"1279","Ćmielów","2607043"
"1280","Brody","2611022"
"1281","Pawłów","2611042"
"1282","Łubnice","2612022"
"1283","Kunów","2607053"
"1284","Godkowo","2804022"
"1285","Ełk","2805022"
"1286","Moskorzew","2613032"
"1287","Lidzbark Warmiński","2809032"
"1288","Giżycko","2806042"
"1289","Ryn","2806083"
"1290","Gietrzwałd","2814052"
"1291","Olecko","2813043"
"1292","Biskupiec","2814023"
"1293","Świętajno","2813052"
"1294","Dąbrówno","2815022"
"1295","Pasym","2817043"
"1296","Stawiguda","2814112"
"1297","Elbląg","2861011"
"1298","Banie Mazurskie","2818012"
"1299","Iłowo-Osada","2803032"
"1300","Oborniki","3016013"
"1301","Kuślin","3015012"
"1302","Ryczywół","3016032"
"1303","Święciechowa","3013052"
"1304","Kobyla Góra","3018042"
"1305","Duszniki","3024022"
"1306","Ostroróg","3024053"
"1307","Kaźmierz","3024032"
"1308","Śrem","3026043"
"1309","Strzałkowo","3023072"
"1310","Kawęczyn","3027042"
"1311","Brodnica","3026012"
"1312","Gołańcz","3028033"
"1313","Nekla","3030033"
"1314","Wągrowiec","3028072"
"1315","Lipka","3031042"
"1316","Złotów","3031082"
"1317","Kiszkowo","3003042"
"1318","Mycielin","3007072"
"1319","Łęka Opatowska","3008042"
"1320","Żerków","3006043"
"1321","Pogorzela","3004063"
"1322","Grodziec","3010022"
"1323","Kobylin","3012023"
"1324","Gierałtowice","2405032"
"1325","Pawonków","2407072"
"1326","Łaziska Górne","2408011"
"1327","Lubliniec","2407011"
"1328","Ciasna","2407032"
"1329","Ornontowice","2408042"
"1330","Jejkowice","2412032"
"1331","Świerklany","2412052"
"1332","Kalety","2413011"
"1333","Wodzisław Śląski","2415041"
"1334","Czernichów","2417022"
"1335","Poręba","2416011"
"1336","Łodygowice","2417082"
"1337","Milówka","2417092"
"1338","Świnna","2417132"
"1339","Koszarawa","2417052"
"1340","Łękawica","2417072"
"1341","Łomianki","1432053"
"1342","Dzikowiec","1806062"
"1343","Majdan Królewski","1806032"
"1344","Jasło","1805042"
"1345","Książ Wielki","1208042"
"1346","Dąbrowa Biskupia","0407022"
"1347","Siemień","0613062"
"1348","Puławy","0614011"
"1349","Czemierniki","0615032"
"1350","Kartuzy","2205023"
"1351","Kościerzyna","2206011"
"1352","Lipusz","2206062"
"1353","Radzanów","1401032"
"1354","Białobrzegi","1401013"
"1355","Promna","1401022"
"1356","Stara Błotnica","1401042"
"1357","Wyśmierzyce","1401063"
"1358","Regimin","1402082"
"1359","Grudusk","1402052"
"1360","Korczyna","1807052"
"1361","Legnica","0262011"
"1362","Niemcza","0202073"
"1363","Świeszyno","3209082"
"1364","Myślibórz","3210043"
"1365","Nowe Warpno","3211033"
"1366","Kąkolewnica","0615042"
"1367","Dęblin","0616011"
"1368","Ułęż","0616062"
"1369","Kosakowo","2211052"
"1370","Aleksandrów Łódzki","1020043"
"1371","Brzeziny","1021011"
"1372","Brzeziny","1021022"
"1373","Łaskarzew","1403062"
"1374","Trojanów","1403122"
"1375","Rytro","1210152"
"1376","Trawniki","0617052"
"1377","Rybczewice","0617042"
"1378","Jarczów","0618032"
"1379","Smołdzino","2212092"
"1380","Słupsk","2263011"
"1381","Karniewo","1411032"
"1382","Gostynin","1404011"
"1383","Grodzisk Mazowiecki","1405043"
"1384","Belsk Duży","1406012"
"1385","Białobrzegi","1810022"
"1386","Szaflary","1211142"
"1387","Trzyciąż","1212062"
"1388","Osiek","1213052"
"1389","Oświęcim","1213011"
"1390","Bytoń","0411022"
"1391","Marianowo","3214082"
"1392","Suchań","3214113"
"1393","Tyszowce","0618123"
"1394","Nielisz","0620072"
"1395","Osieczna","2213072"
"1396","Skarszewy","2213093"
"1397","Dobre","1412062"
"1398","Warka","1406113"
"1399","Kęty","1213043"
"1400","Tuchów","1216103"
"1401","Ciężkowice","1216013"
"1402","Polanica-Zdrój","0208051"
"1403","Rogowo","0412032"
"1404","Świdwin","3216062"
"1405","Reda","2215011"
"1406","Gniewino","2215052"
"1407","Wejherowo","2215031"
"1408","Rumia","2215021"
"1409","Wejherowo","2215102"
"1410","Radzanów","1413042"
"1411","Kazanów","1436012"
"1412","Zwoleń","1436053"
"1413","Krzeszów","1812042"
"1414","Legnickie Pole","0209052"
"1415","Wałcz","3217052"
"1416","Trzebiel","0811082"
"1417","Piotrków Trybunalski","1062011"
"1418","Goworowo","1415042"
"1419","Baranowo","1415012"
"1420","Łyse","1415072"
"1421","Strachówka","1434102"
"1422","Marki","1434021"
"1423","Kobyłka","1434011"
"1424","Tłuszcz","1434113"
"1425","Fredropol","1813032"
"1426","Kańczuga","1814053"
"1427","Wieprz","1218102"
"1428","Rudna","0211032"
"1429","Lubicz","0415042"
"1430","Czernikowo","0415032"
"1431","Łubianka","0415052"
"1432","Obrowo","0415072"
"1433","Leśna Podlaska","0601082"
"1434","Terespol","0601162"
"1435","Kostrzyn nad Odrą","0801011"
"1436","Wąsewo","1416102"
"1437","Wyszków","1435053"
"1438","Wielopole Skrzyńskie","1815052"
"1439","Nowinka","2001052"
"1440","Sztabin","2001072"
"1441","Dębowa Łąka","0417022"
"1442","Baruchowo","0418022"
"1443","Bytom","2462011"
"1444","Lubiszyn","0801052"
"1445","Łowicz","1005011"
"1446","Bielawy","1005022"
"1447","Zduny","1005102"
"1448","Konstancin-Jeziorna","1418023"
"1449","Bulkowo","1419042"
"1450","Gąbin","1419063"
"1451","Warszawa","1465011"
"1452","Baborów","1602013"
"1453","Dobrzyniewo Duże","2002032"
"1454","Oława","0215042"
"1455","Łabiszyn","0419043"
"1456","Gąsawa","0419022"
"1457","Ruda Śląska","2472011"
"1458","Świętochłowice","2476011"
"1459","Bestwina","2402022"
"1460","Chełm","0603032"
"1461","Sawin","0603102"
"1462","Hrubieszów","0604011"
"1463","Mircze","0604052"
"1464","Pszczew","0803042"
"1465","Reńska Wieś","1603062"
"1466","Stalowa Wola","1818011"
"1467","Zawady","2002152"
"1468","Zabłudów","2002143"
"1469","Rajgród","2004043"
"1470","Świebodzice","0219021"
"1471","Włocławek","0464011"
"1472","Stolno","0404062"
"1473","Cybinka","0805013"
"1474","Nowe Miasto","1420082"
"1475","Czerwińsk nad Wisłą","1420042"
"1476","Raciąż","1420021"
"1477","Piastów","1421011"
"1478","Kamiennik","1607022"
"1479","Pakosławice","1607082"
"1480","Gorzyce","1820022"
"1481","Solina","1821052"
"1482","Radziłów","2004032"
"1483","Dubicze Cerkiewne","2005052"
"1484","Kolno","2006032"
"1485","Grabowo","2006022"
"1486","Żarów","0219083"
"1487","Strumień","2403113"
"1488","Koniecpol","2404063"
"1489","Krasnystaw","0606052"
"1490","Świebodzin","0808053"
"1491","Zbąszynek","0808063"
"1492","Gorzkowice","1010032"
"1493","Łęki Szlacheckie","1010052"
"1494","Grabica","1010042"
"1495","Wola Krzysztoporska","1010102"
"1496","Wartkowice","1011052"
"1497","Bochnia","1201011"
"1498","Kłomnice","2404052"
"1499","Rędziny","2404152"
"1500","Białogard","3201011"
"1501","Lubartów","0608011"
"1502","Kock","0608063"
"1503","Sulechów","0809063"
"1504","Uniejów","1011043"
"1505","Pęczniew","1011022"
"1506","Pułtusk","1424043"
"1507","Iłża","1425033"
"1508","Strzelce Opolskie","1611053"
"1509","Izbicko","1611012"
"1510","Borzechów","0609022"
"1511","Bełżyce","0609013"
"1512","Bychawa","0609033"
"1513","Niemce","0609112"
"1514","Iłowa","0810043"
"1515","Trzebielino","2201092"
"1516","Wielgomłyny","1012132"
"1517","Biała Rawska","1013023"
"1518","Domanice","1426012"
"1519","Kolonowskie","1611033"
"1520","Gorlice","1205011"
"1521","Lipinki","1205052"
"1522","Ropa","1205082"
"1523","Tuchomie","2201102"
"1524","Czarne","2203023"
"1525","Burzenin","1014052"
"1526","Sieradz","1014082"
"1527","Maków","1015062"
"1528","Brzozów","1802013"
"1529","Krzeszowice","1206063"
"1530","Skała","1206103"
"1531","Skawina","1206113"
"1532","Szudziałowo","2011102"
"1533","Szypliszki","2012082"
"1534","Brodnica","0402032"
"1535","Karnice","3205032"
"1536","Rewal","3205072"
"1537","Trąbki Wielkie","2204082"
"1538","Pruszcz Gdański","2204042"
"1539","Cewice","2208032"
"1540","Żelechlinek","1016112"
"1541","Tomaszów Mazowiecki","1016011"
"1542","Ujazd","1016102"
"1543","Rokietnica","1804092"
"1544","Chłopice","1804032"
"1545","Zabierzów","1206162"
"1546","Kołaki Kościelne","2014022"
"1547","Zbiczno","0402102"
"1548","Białe Błota","0403012"
"1549","Kowalewo Pomorskie","0405043"
"1550","Mieszkowice","3206053"
"1551","Moryń","3206063"
"1552","Męcinka","0205032"
"1553","Gołuchów","3020052"
"1554","Miłki","2806062"
"1555","Dzierżoniów","0202021"
"1556","Jastrzębie-Zdrój","2467011"
"1557","Gorzyce","2415062"
"1558","Zebrzydowice","2403122"
"1559","Cieszyn","2403011"
"1560","Lipsk","2001043"
"1561","Komańcza","1817042"
"1562","Głogówek","1610023"
"1563","Czorsztyn","1211042"
"1564","Zawidów","0225011"
"1565","Stronie Śląskie","0208133"
"1566","Dąbrowa","1609022"
"1567","Węgliniec","0225063"
"1568","Czarnia","1415022"
"1569","Rzekuń","1415102"
"1570","Grajewo","2004022"
"1571","Grajewo","2004011"
"1572","Kobiór","2410022"
"1573","Środa Wielkopolska","3025043"
"1574","Gdańsk","2261011"
"1575","Świnoujście","3263011"
"1576","Jastarnia","2211023"
"1577","Sulejów","1010093"
"1578","Zbójna","2007092"
"1579","Lipnica","2201052"
"1580","Pilica","2416073"
"1581","Jutrosin","3022023"
"1582","Bejsce","2603012"
"1583","Chęciny","2604033"
"1584","Bodzentyn","2604023"
"1585","Baćkowice","2606012"
"1586","Kije","2608022"
"1587","Gronowo Elbląskie","2804032"
"1588","Staszów","2612073"
"1589","Kalinowo","2805032"
"1590","Jonkowo","2814072"
"1591","Mrągowo","2810011"
"1592","Kozłowo","2811032"
"1593","Lipno","3013022"
"1594","Szydłowo","3019062"
"1595","Ostrzeszów","3018073"
"1596","Czermin","3020022"
"1597","Dopiewo","3021052"
"1598","Kostrzyn","3021083"
"1599","Puszczykowo","3021021"
"1600","Rokietnica","3021132"
"1601","Zagórów","3023083"
"1602","Szamotuły","3024073"
"1603","Orchowo","3023032"
"1604","Turek","3027011"
"1605","Przykona","3027062"
"1606","Powidz","3023052"
"1607","Tarnówka","3031062"
"1608","Złotów","3031011"
"1609","Miłosław","3030023"
"1610","Wolsztyn","3029033"
"1611","Krzymów","3010062"
"1612","Chodów","3009032"
"1613","Czerniejewo","3003023"
"1614","Łubowo","3003062"
"1615","Trzemeszno","3003093"
"1616","Koło","3009072"
"1617","Okonek","3031053"
"1618","Rudziniec","2405052"
"1619","Sośnicowice","2405063"
"1620","Opatów","2406052"
"1621","Rudnik","2411082"
"1622","Koziegłowy","2409023"
"1623","Lyski","2412042"
"1624","Zbrosławice","2413092"
"1625","Pszów","2415011"
"1626","Bieruń","2414011"
"1627","Lubomia","2415072"
"1628","Marklowice","2415082"
"1629","Chełm Śląski","2414052"
"1630","Lipowa","2417062"
"1631","Żywiec","2417011"
"1632","Leszno","1432042"
"1633","Stare Babice","1432072"
"1634","Grębków","1433022"
"1635","Nowy Żmigród","1805072"
"1636","Charsznica","1208012"
"1637","Łasin","0406033"
"1638","Dygowo","3208022"
"1639","Ustronie Morskie","3208072"
"1640","Sianów","3209073"
"1641","Kazimierz Dolny","0614043"
"1642","Kurów","0614062"
"1643","Sierakowice","2205042"
"1644","Szadek","1019023"
"1645","Wierzbno","1433092"
"1646","Stromiec","1401052"
"1647","Gołymin-Ośrodek","1402042"
"1648","Glinojeck","1402033"
"1649","Osiek Jasielski","1805082"
"1650","Iwonicz-Zdrój","1807033"
"1651","Tokarnia","1209082"
"1652","Sułkowice","1209073"
"1653","Łącko","1210092"
"1654","Zagrodno","0226052"
"1655","Złotniki Kujawskie","0407092"
"1656","Borki","0615022"
"1657","Kłoczew","0616022"
"1658","Nowy Staw","2209073"
"1659","Dmosin","1021032"
"1660","Miastków Kościelny","1403082"
"1661","Narol","1809053"
"1662","Nawojowa","1210122"
"1663","Nowy Targ","1211011"
"1664","Pyrzyce","3212053"
"1665","Krynice","0618042"
"1666","Łaszczów","0618063"
"1667","Tomaszów Lubelski","0618112"
"1668","Starogard Gdański","2213031"
"1669","Osiek","2213082"
"1670","Olszanka","1410032"
"1671","Różan","1411073"
"1672","Czerwonka","1411022"
"1673","Pacyna","1404032"
"1674","Żabia Wola","1405062"
"1675","Stary Dzików","1809072"
"1676","Proszowice","1214053"
"1677","Pałecznica","1214042"
"1678","Radziemice","1214062"
"1679","Janowice Wielkie","0206052"
"1680","Stara Kamienica","0206092"
"1681","Osięciny","0411042"
"1682","Dobre","0411032"
"1683","Chorzów","2463011"
"1684","Miączyn","0620062"
"1685","Łabunie","0620052"
"1686","Lubichowo","2213062"
"1687","Rzewnie","1411082"
"1688","Nowe Miasto nad Pilicą","1406083"
"1689","Pniewy","1406092"
"1690","Grabów nad Pilicą","1407042"
"1691","Brzeszcze","1213023"
"1692","Ryglice","1216063"
"1693","Piotrków Kujawski","0411053"
"1694","Topólka","0411072"
"1695","Sławoborze","3216052"
"1696","Rąbino","3216042"
"1697","Adamów","0620012"
"1698","Łęczyce","2215082"
"1699","Stary Targ","2216042"
"1700","Lipowiec Kościelny","1413032"
"1701","Strzegowo","1413052"
"1702","Szydłowo","1413082"
"1703","Wieczfnia Kościelna","1413092"
"1704","Leoncin","1414032"
"1705","Magnuszew","1407062"
"1706","Tuszów Narodowy","1811092"
"1707","Wietrzychowice","1216122"
"1708","Kunice","0209042"
"1709","Miłkowice","0209062"
"1710","Lubań","0210042"
"1711","Lniano","0414052"
"1712","Przewóz","0811072"
"1713","Lubsko","0811063"
"1714","Tuplice","0811092"
"1715","Szlichtyngowa","0812023"
"1716","Drużbice","1001032"
"1717","Bełchatów","1001022"
"1718","Brok","1416043"
"1719","Rzeczniów","1409042"
"1720","Żurawica","1813102"
"1721","Adamówka","1814022"
"1722","Niepołomice","1219043"
"1723","Gdów","1219022"
"1724","Gryfów Śląski","0212013"
"1725","Zławieś Wielka","0415092"
"1726","Kęsowo","0416032"
"1727","Aleksandrów","0602022"
"1728","Zarzecze","1814092"
"1729","Boguchwała","1816033"
"1730","Augustów","2001011"
"1731","Kowal","0418011"
"1732","Dąbrowa Górnicza","2465011"
"1733","Biłgoraj","0602032"
"1734","Łukowa","0602092"
"1735","Bobrowice","0802022"
"1736","Bledzew","0803012"
"1737","Przytoczna","0803032"
"1738","Góra Świętej Małgorzaty","1004032"
"1739","Łęczyca","1004052"
"1740","Kiernozia","1005052"
"1741","Góra Kalwaria","1418013"
"1742","Piaseczno","1418043"
"1743","Siedlce","1464011"
"1744","Tyrawa Wołoska","1817062"
"1745","Supraśl","2002093"
"1746","Oleśnica","0214062"
"1747","Syców","0214073"
"1748","Gardeja","2207022"
"1749","Ryjewo","2207052"
"1750","Mysłowice","2470011"
"1751","Zabrze","2478011"
"1752","Dubienka","0603052"
"1753","Leśniowice","0603072"
"1754","Żmudź","0603142"
"1755","Tuszyn","1006113"
"1756","Staroźreby","1419142"
"1757","Stara Biała","1419132"
"1758","Polska Cerekiew","1603052"
"1759","Strzyżów","1819043"
"1760","Tykocin","2002123"
"1761","Orla","2003062"
"1762","Chocianów","0216013"
"1763","Strzelin","0217043"
"1764","Przeworno","0217032"
"1765","Papowo Biskupie","0404052"
"1766","Czechowice-Dziedzice","2402043"
"1767","Porąbka","2402082"
"1768","Uchanie","0604072"
"1769","Strzelce Krajeńskie","0806043"
"1770","Działoszyn","1009013"
"1771","Przasnysz","1422011"
"1772","Namysłów","1606023"
"1773","Nowa Dęba","1820043"
"1774","Czeremcha","2005032"
"1775","Świdnica","0219072"
"1776","Trzebnica","0220033"
"1777","Przyrów","2404142"
"1778","Gościeradów","0607042"
"1779","Szczaniec","0808042"
"1780","Krasne","1422052"
"1781","Przasnysz","1422072"
"1782","Pokrzywnica","1424032"
"1783","Łubniany","1609052"
"1784","Czchów","1202033"
"1785","Lipnica Murowana","1201042"
"1786","Stawiski","2006053"
"1787","Turośl","2006062"
"1788","Piątnica","2007052"
"1789","Wizna","2007082"
"1790","Czarny Bór","0221042"
"1791","Szczawno-Zdrój","0221031"
"1792","Brzeg Dolny","0222013"
"1793","Abramów","0608022"
"1794","Zabór","0809092"
"1795","Szprotawa","0810073"
"1796","Dobryszyce","1012022"
"1797","Masłowice","1012102"
"1798","Kobiele Wielkie","1012062"
"1799","Kamieńsk","1012053"
"1800","Gózd","1425022"
"1801","Wierzbica","1425112"
"1802","Popielów","1609092"
"1803","Chrzanów","1203033"
"1804","Trzebinia","1203053"
"1805","Gręboszów","1204032"
"1806","Siemiatycze","2010011"
"1807","Karlino","3201033"
"1808","Bierzwnik","3202012"
"1809","Choszczno","3202023"
